date,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday,demand
2016-02-13,17.7,30.3,23.4,0.0,Y,N,120839.995
2016-02-14,16.4,24.5,22.9,0.0,Y,N,104364.735
2016-02-15,14.0,26.1,25.4,0.0,Y,N,120863.325
2016-02-16,13.7,18.4,14.5,3.6,Y,N,117062.03499999996
2016-02-17,12.7,21.1,16.2,0.6,Y,N,119481.78999999998
2016-02-18,15.5,22.6,20.6,1.2,Y,N,125964.18500000006
2016-02-19,15.8,22.0,11.2,0.2,Y,N,122991.66000000002
2016-02-20,15.8,20.8,23.8,0.0,Y,N,105911.71
2016-02-21,12.6,24.7,26.5,0.0,Y,N,107884.355
2016-02-22,15.6,29.5,8.4,0.0,Y,N,130527.325
2016-02-23,18.1,39.4,19.4,0.0,Y,N,156924.83
2016-02-24,22.4,25.6,15.8,0.0,Y,N,152419.415
2016-02-25,19.6,26.4,13.8,0.4,Y,N,138064.85500000007
2016-02-26,15.5,23.5,19.3,0.0,Y,N,122575.93499999998
2016-02-27,17.7,22.2,17.7,0.0,Y,N,110545.83999999995
2016-02-28,17.7,22.7,21.5,0.0,Y,N,105781.98500000002
2016-02-29,15.0,23.7,18.2,0.0,Y,N,125400.08
2016-03-01,17.3,33.7,23.4,0.0,Y,N,142242.595
2016-03-02,17.6,34.7,22.6,0.0,Y,N,145182.97999999998
2016-03-03,17.4,23.9,21.8,0.2,Y,N,136226.12
2016-03-04,16.5,33.0,21.2,0.2,Y,N,149376.5700000001
2016-03-05,20.4,23.7,11.4,1.2,Y,N,124692.31500000002
2016-03-06,17.4,25.2,21.3,0.0,Y,N,117707.95
2016-03-07,18.6,24.9,7.9,3.2,Y,N,131465.825
2016-03-08,19.9,38.9,20.8,0.6,Y,N,160285.01499999998
2016-03-09,20.8,28.5,10.8,0.0,Y,N,152599.125
2016-03-10,18.1,22.1,3.9,0.6,Y,N,135635.70500000005
2016-03-11,18.8,26.1,19.6,8.4,Y,N,141414.34999999998
2016-03-12,18.7,22.3,7.0,0.2,Y,N,119690.755
2016-03-13,17.7,23.2,13.8,0.0,Y,N,111329.61999999998
2016-03-14,18.4,21.3,10.6,0.0,Y,Y,105388.56999999996
2016-03-15,15.1,26.8,20.7,0.0,Y,N,123073.98
2016-03-16,15.3,31.4,18.9,0.0,Y,N,135047.625
2016-03-17,18.3,32.5,19.6,0.0,Y,N,143184.8049999999
2016-03-18,15.2,19.5,6.7,13.4,Y,N,118189.72000000006
2016-03-19,12.0,18.8,10.7,5.8,Y,N,105484.09999999998
2016-03-20,10.1,23.3,19.0,0.2,Y,N,100394.05999999998
2016-03-21,11.2,23.5,19.7,0.0,Y,N,117796.71500000004
2016-03-22,11.4,24.3,21.1,0.0,Y,N,124081.46
2016-03-23,13.7,28.8,12.7,0.0,Y,N,126074.895
2016-03-24,16.3,21.2,10.4,0.0,N,N,125072.72999999998
2016-03-25,15.9,20.4,14.4,0.0,N,Y,101740.88999999998
2016-03-26,14.1,20.2,8.2,0.4,N,Y,102726.74499999997
2016-03-27,14.3,19.9,14.0,1.0,N,Y,98324.64500000002
2016-03-28,9.4,19.2,13.0,0.2,N,Y,102746.6
2016-03-29,14.5,17.9,5.7,0.0,N,N,118281.13
2016-03-30,15.5,18.7,8.5,0.0,N,N,122625.21
2016-03-31,11.3,22.7,17.1,0.0,N,N,122964.71499999998
2016-04-01,13.1,26.5,16.7,0.0,N,N,116321.6
2016-04-02,15.5,19.5,8.3,0.0,N,N,102832.72
2016-04-03,11.3,18.8,15.4,0.0,N,N,102084.00000000004
2016-04-04,9.7,21.2,18.4,0.0,N,N,120445.73500000002
2016-04-05,12.3,29.0,17.1,0.0,N,N,120371.23500000002
2016-04-06,13.6,15.6,3.9,12.8,N,N,125657.125
2016-04-07,8.3,18.4,13.1,6.8,N,N,125663.33000000002
2016-04-08,11.9,20.0,9.6,0.0,N,N,124266.885
2016-04-09,10.4,22.3,13.0,0.0,N,N,109044.89999999998
2016-04-10,13.6,23.5,9.6,0.0,N,N,99845.34500000004
2016-04-11,14.5,20.1,14.1,0.0,N,N,118614.00499999996
2016-04-12,14.0,18.7,13.5,0.2,Y,N,123808.75999999998
2016-04-13,11.3,20.0,12.6,0.2,Y,N,124686.63
2016-04-14,11.6,27.0,12.7,0.0,Y,N,126519.06499999994
2016-04-15,13.4,27.0,15.9,0.0,Y,N,124721.48500000002
2016-04-16,14.0,20.3,8.3,0.0,Y,N,108525.965
2016-04-17,13.1,19.8,14.7,0.0,Y,N,100526.305
2016-04-18,9.8,25.0,15.0,0.0,Y,N,123441.82000000002
2016-04-19,13.6,27.4,14.5,0.0,Y,N,126846.44500000002
2016-04-20,15.3,28.0,14.0,0.0,Y,N,125204.785
2016-04-21,17.1,24.2,5.6,0.4,Y,N,125514.13999999994
2016-04-22,14.6,16.7,7.9,21.6,Y,N,120124.305
2016-04-23,12.3,18.6,8.5,0.0,Y,N,108773.745
2016-04-24,9.1,20.0,14.8,0.0,Y,N,105642.28000000004
2016-04-25,9.9,25.0,14.8,0.0,Y,Y,104072.435
2016-04-26,11.3,25.6,14.6,0.0,Y,N,117437.665
2016-04-27,13.0,25.4,13.5,0.0,Y,N,118531.5
2016-04-28,19.8,24.9,5.3,0.0,Y,N,126847.01999999996
2016-04-29,16.9,20.6,3.7,0.4,Y,N,122054.13
2016-04-30,16.4,24.1,12.7,6.2,Y,N,103505.195
2016-05-01,14.4,17.0,9.0,9.8,Y,N,98873.53499999996
2016-05-02,9.0,18.4,12.3,0.4,Y,N,116969.62999999998
2016-05-03,12.3,20.1,8.8,0.0,Y,N,119014.44500000002
2016-05-04,9.8,18.2,11.8,0.2,Y,N,124525.185
2016-05-05,12.6,20.5,12.3,0.0,Y,N,118192.05499999998
2016-05-06,15.9,24.7,13.2,0.0,Y,N,120421.32
2016-05-07,11.4,25.7,12.6,0.0,Y,N,106052.64
2016-05-08,15.5,20.4,3.5,5.4,Y,N,103487.27999999998
2016-05-09,15.4,22.2,6.7,0.8,Y,N,119781.135
2016-05-10,13.7,17.2,7.6,12.0,Y,N,119611.88
2016-05-11,12.2,17.4,6.3,0.2,Y,N,123616.28000000006
2016-05-12,14.1,21.4,6.1,0.2,Y,N,120693.52999999998
2016-05-13,15.9,21.6,9.9,0.0,Y,N,118800.06999999998
2016-05-14,14.5,21.7,12.6,0.0,Y,N,101945.995
2016-05-15,15.0,22.0,6.7,0.0,Y,N,99697.62
2016-05-16,7.7,19.6,8.9,0.0,Y,N,121182.69499999992
2016-05-17,11.4,17.1,5.4,0.2,Y,N,124209.40499999994
2016-05-18,13.0,19.3,7.2,0.0,Y,N,124352.21499999994
2016-05-19,14.6,18.4,2.2,0.0,Y,N,124392.29000000004
2016-05-20,11.6,17.4,8.3,1.8,Y,N,127705.84000000004
2016-05-21,8.1,18.5,8.9,0.0,Y,N,112336.78
2016-05-22,9.2,22.2,8.5,0.0,Y,N,101618.98
2016-05-23,12.8,17.2,7.1,2.2,Y,N,121424.41999999998
2016-05-24,10.7,15.8,7.3,1.8,Y,N,131916.40499999994
2016-05-25,7.6,15.6,4.9,0.0,Y,N,132170.05000000002
2016-05-26,10.3,12.5,3.1,12.4,Y,N,137080.875
2016-05-27,9.2,14.4,8.0,4.8,Y,N,134317.62000000002
2016-05-28,5.7,13.2,6.2,0.6,Y,N,119938.795
2016-05-29,8.7,13.9,6.5,4.2,Y,N,118751.96499999994
2016-05-30,7.2,15.4,9.5,0.0,Y,N,134983.95499999993
2016-05-31,3.6,17.4,9.5,0.0,Y,N,140402.15
2016-06-01,4.8,17.0,8.2,0.0,Y,N,141195.03
2016-06-02,4.8,12.8,9.2,0.0,Y,N,141292.55999999994
2016-06-03,6.8,14.1,8.5,0.0,Y,N,137717.25499999995
2016-06-04,9.8,13.4,3.7,6.2,Y,N,122764.33
2016-06-05,10.5,14.1,3.3,3.4,Y,N,116052.805
2016-06-06,8.9,14.5,7.1,1.4,Y,N,134829.75499999998
2016-06-07,10.5,15.3,4.7,0.0,Y,N,135306.00500000006
2016-06-08,9.7,14.7,4.7,1.2,Y,N,137305.35500000007
2016-06-09,10.8,17.5,6.0,1.4,Y,N,132859.3049999999
2016-06-10,10.4,15.8,6.6,0.0,Y,N,132209.51500000007
2016-06-11,9.0,13.5,6.5,3.0,Y,N,120753.43000000002
2016-06-12,5.0,13.8,7.3,0.6,Y,N,122771.53
2016-06-13,3.8,13.4,9.0,0.0,Y,Y,122106.95
2016-06-14,8.6,15.6,8.3,0.0,Y,N,138466.56
2016-06-15,6.0,17.9,9.2,0.0,Y,N,140904.58999999994
2016-06-16,7.8,14.3,5.1,0.0,Y,N,140741.165
2016-06-17,9.3,15.1,3.5,4.2,Y,N,138023.10999999993
2016-06-18,10.0,12.7,5.3,8.6,Y,N,123162.185
2016-06-19,7.3,13.5,7.2,0.4,Y,N,119662.165
2016-06-20,9.1,13.2,3.4,3.6,Y,N,134435.115
2016-06-21,10.4,14.7,7.0,3.2,Y,N,137511.31500000006
2016-06-22,11.2,15.4,6.6,0.0,Y,N,133813.28499999997
2016-06-23,10.4,14.8,7.2,0.6,Y,N,136740.005
2016-06-24,6.9,10.7,5.8,13.8,N,N,144658.37999999998
2016-06-25,5.6,12.7,8.8,2.0,N,N,131730.83500000002
2016-06-26,3.0,11.1,7.7,0.2,N,N,126455.935
2016-06-27,4.8,10.6,4.7,0.2,N,N,148639.99499999994
2016-06-28,5.0,17.0,7.8,0.2,N,N,142146.30999999994
2016-06-29,8.9,15.8,8.9,0.2,N,N,136071.965
2016-06-30,10.3,11.7,5.6,0.0,N,N,141078.46
2016-07-01,7.3,14.1,7.1,6.4,N,N,136676.715
2016-07-02,9.9,16.5,6.7,0.2,N,N,118683.565
2016-07-03,10.9,16.7,7.8,0.0,N,N,112556.405
2016-07-04,10.4,12.7,3.6,0.0,N,N,135712.245
2016-07-05,8.2,12.8,1.8,0.6,N,N,142401.79499999998
2016-07-06,9.8,13.0,4.6,22.6,N,N,134056.095
2016-07-07,10.5,13.7,4.1,3.8,N,N,138768.04499999998
2016-07-08,9.7,15.3,7.4,0.8,N,N,136690.05
2016-07-09,5.3,15.2,9.5,0.2,N,N,122369.53500000002
2016-07-10,6.5,14.2,3.6,0.0,N,N,119218.22999999998
2016-07-11,8.3,16.0,7.6,3.6,N,N,128207.125
2016-07-12,10.7,13.7,8.1,0.0,Y,N,137582.195
2016-07-13,4.5,12.0,9.0,0.4,Y,N,145728.26
2016-07-14,6.6,14.0,7.8,1.0,Y,N,144103.70500000002
2016-07-15,8.8,14.1,7.2,0.0,Y,N,141166.84999999995
2016-07-16,7.8,13.7,10.2,0.0,Y,N,120659.14999999998
2016-07-17,3.1,16.1,10.3,0.0,Y,N,113418.125
2016-07-18,9.6,17.7,8.8,0.0,Y,N,127367.015
2016-07-19,12.6,16.0,5.7,0.0,Y,N,137028.04999999993
2016-07-20,9.8,16.1,9.2,1.8,Y,N,136850.14000000007
2016-07-21,6.9,18.1,7.4,1.8,Y,N,136127.12499999994
2016-07-22,9.2,18.3,5.1,7.8,Y,N,128777.82
2016-07-23,7.5,11.6,9.0,2.8,Y,N,119888.57499999998
2016-07-24,4.7,11.4,10.3,0.8,Y,N,120126.90499999998
2016-07-25,6.3,14.3,7.5,0.0,Y,N,138134.63500000007
2016-07-26,6.5,11.0,7.2,4.8,Y,N,146465.69000000006
2016-07-27,7.5,12.9,6.9,0.4,Y,N,143209.75499999998
2016-07-28,6.9,15.2,6.3,0.0,Y,N,142341.635
2016-07-29,10.2,15.3,5.0,0.0,Y,N,139822.93000000002
2016-07-30,9.1,13.8,8.5,2.4,Y,N,121548.535
2016-07-31,10.3,17.0,11.3,2.0,Y,N,114481.27999999998
2016-08-01,11.2,14.4,5.2,2.8,Y,N,137934.84499999994
2016-08-02,8.5,13.4,11.2,14.4,Y,N,137301.69
2016-08-03,8.7,12.8,8.4,2.8,Y,N,140922.71500000003
2016-08-04,4.9,14.6,11.1,0.8,Y,N,142671.50999999998
2016-08-05,3.4,14.6,8.7,0.0,Y,N,145491.33
2016-08-06,5.8,14.4,7.0,0.0,Y,N,130907.09499999994
2016-08-07,7.6,16.6,10.4,0.0,Y,N,120379.285
2016-08-08,5.0,14.2,8.0,0.0,Y,N,138506.45
2016-08-09,9.7,18.9,7.8,0.0,Y,N,132819.53499999997
2016-08-10,9.6,15.3,11.3,0.0,Y,N,130616.66999999998
2016-08-11,6.8,15.7,10.3,8.2,Y,N,138368.40000000002
2016-08-12,7.7,14.1,11.7,0.0,Y,N,134885.67
2016-08-13,7.9,15.1,9.5,1.6,Y,N,120382.805
2016-08-14,8.5,18.7,11.6,0.2,Y,N,113066.245
2016-08-15,10.2,18.1,13.4,0.0,Y,N,127906.24000000002
2016-08-16,10.0,18.2,13.5,0.0,Y,N,124975.11
2016-08-17,12.5,15.6,9.6,0.4,Y,N,132561.21999999994
2016-08-18,7.1,21.6,13.1,0.0,Y,N,123434.50500000002
2016-08-19,15.3,16.4,2.7,0.2,Y,N,132569.74
2016-08-20,6.9,13.6,9.7,9.4,Y,N,121052.06
2016-08-21,9.5,14.8,7.0,1.2,Y,N,119118.545
2016-08-22,7.8,16.0,8.7,5.6,Y,N,139203.49999999994
2016-08-23,7.0,13.4,14.2,11.0,Y,N,138640.38999999998
2016-08-24,3.7,12.7,14.0,0.0,Y,N,141122.795
2016-08-25,6.5,13.0,13.5,1.2,Y,N,139724.02500000002
2016-08-26,7.2,14.4,8.8,0.6,Y,N,139920.54499999998
2016-08-27,9.3,16.3,11.7,0.0,Y,N,119573.22000000002
2016-08-28,10.5,19.0,12.2,0.0,Y,N,114832.42500000002
2016-08-29,8.7,20.4,14.2,0.0,Y,N,125055.69
2016-08-30,10.2,16.8,5.2,0.0,Y,N,133748.44
2016-08-31,12.8,20.2,10.1,0.8,Y,N,128834.06499999994
2016-09-01,11.6,15.5,8.8,0.0,Y,N,134246.16500000007
2016-09-02,9.6,15.0,9.6,0.4,Y,N,135273.32499999992
2016-09-03,10.0,15.7,12.9,0.2,Y,N,118621.95999999996
2016-09-04,10.1,16.9,10.0,0.2,Y,N,110986.005
2016-09-05,12.8,18.4,11.7,0.0,Y,N,127275.815
2016-09-06,9.2,21.5,15.8,0.0,Y,N,129542.365
2016-09-07,9.6,21.0,16.7,0.0,Y,N,123307.01999999996
2016-09-08,13.1,23.3,16.0,0.0,Y,N,117722.95
2016-09-09,16.0,16.7,5.9,0.6,Y,N,125432.605
2016-09-10,11.5,14.3,7.9,9.4,Y,N,111412.99500000002
2016-09-11,7.3,17.0,11.8,1.2,Y,N,109125.21499999998
2016-09-12,9.9,13.6,7.0,1.6,Y,N,130967.28
2016-09-13,9.6,14.6,2.8,9.0,Y,N,134720.155
2016-09-14,10.5,16.1,13.2,20.6,Y,N,130650.87999999998
2016-09-15,8.7,14.6,6.9,2.0,Y,N,134234.45000000007
2016-09-16,9.0,15.7,12.5,13.4,N,N,131734.10499999998
2016-09-17,11.1,19.8,18.8,0.0,N,N,106709.53999999998
2016-09-18,10.8,12.5,5.5,0.4,N,N,110314.625
2016-09-19,8.5,16.3,16.2,0.2,N,N,127391.09
2016-09-20,9.1,18.8,18.5,0.0,N,N,122664.30500000008
2016-09-21,10.9,15.2,8.8,1.2,N,N,127208.56999999992
2016-09-22,9.6,13.4,9.9,1.2,N,N,131357.34000000003
2016-09-23,9.8,16.5,16.5,0.6,N,N,127420.43000000008
2016-09-24,10.0,20.1,18.4,0.0,N,N,106776.27499999998
2016-09-25,9.5,14.7,17.1,5.8,N,N,105931.555
2016-09-26,8.1,16.9,13.6,0.6,N,N,124343.19
2016-09-27,7.4,14.8,13.4,12.6,N,N,126888.77
2016-09-28,7.5,19.3,19.6,2.2,N,N,121143.25
2016-09-29,12.5,16.7,16.2,1.8,N,N,122858.49
2016-09-30,9.3,16.4,16.6,2.0,N,Y,113439.775
2016-10-01,11.6,18.6,11.9,1.6,N,N,109181.26
2016-10-02,12.1,24.0,18.7,0.0,N,N,97992.93
2016-10-03,11.1,15.9,13.7,9.2,N,N,115839.01000000002
2016-10-04,10.6,17.1,13.2,2.0,Y,N,124089.47
2016-10-05,8.0,17.1,7.5,2.8,Y,N,128558.38499999998
2016-10-06,9.7,27.2,22.6,0.0,Y,N,115898.53999999998
2016-10-07,14.1,22.5,7.8,0.0,Y,N,116197.73
2016-10-08,9.7,16.9,23.0,0.0,Y,N,101300.77500000002
2016-10-09,9.5,22.0,14.1,0.0,Y,N,94954.16
2016-10-10,13.0,16.8,18.4,0.8,Y,N,116831.43
2016-10-11,7.5,15.1,16.7,1.4,Y,N,124665.82
2016-10-12,10.2,15.4,12.9,0.0,Y,N,128612.29999999994
2016-10-13,6.8,14.6,22.8,4.2,Y,N,128242.765
2016-10-14,5.2,22.7,24.5,0.2,Y,N,121731.485
2016-10-15,9.4,24.8,21.8,0.0,Y,N,97887.485
2016-10-16,17.4,23.1,8.0,0.0,Y,N,101793.03499999996
2016-10-17,9.8,18.9,14.8,9.8,Y,N,116042.845
2016-10-18,9.6,16.6,16.5,1.0,Y,N,123265.44000000002
2016-10-19,7.5,16.5,22.1,2.6,Y,N,126362.045
2016-10-20,6.8,21.8,25.6,0.0,Y,N,114867.16
2016-10-21,14.8,17.6,1.9,0.0,Y,N,122975.285
2016-10-22,6.9,13.2,16.9,16.4,Y,N,114184.195
2016-10-23,7.9,14.1,18.7,8.8,Y,N,111289.0
2016-10-24,9.4,17.1,20.3,0.4,Y,N,125270.16499999998
2016-10-25,9.6,25.7,23.1,0.2,Y,N,117138.35499999994
2016-10-26,16.5,18.5,9.0,0.0,Y,N,121605.395
2016-10-27,10.1,15.4,25.8,0.2,Y,N,120142.43
2016-10-28,6.3,16.6,26.5,0.0,Y,N,119820.71
2016-10-29,9.3,25.6,25.8,0.0,Y,N,104191.10499999998
2016-10-30,12.7,28.0,19.5,0.0,Y,N,94325.72
2016-10-31,7.9,17.5,19.0,1.8,Y,N,110661.43000000002
2016-11-01,9.4,18.4,17.7,0.4,Y,Y,104976.21000000002
2016-11-02,9.7,18.5,13.3,0.4,Y,N,119904.48
2016-11-03,10.0,19.1,28.0,0.0,Y,N,118677.495
2016-11-04,10.2,29.2,24.9,0.0,Y,N,113666.485
2016-11-05,10.0,16.8,10.8,0.0,Y,N,101810.74999999996
2016-11-06,11.5,21.4,25.2,0.0,Y,N,96934.925
2016-11-07,14.6,25.9,15.9,0.0,Y,N,116230.34
2016-11-08,11.0,18.2,28.9,0.2,Y,N,117794.595
2016-11-09,9.2,17.4,22.0,0.0,Y,N,122131.11499999996
2016-11-10,11.9,17.5,20.3,0.0,Y,N,122634.52999999998
2016-11-11,8.4,23.8,29.1,0.0,Y,N,117953.885
2016-11-12,13.2,25.5,17.0,2.0,Y,N,99907.32
2016-11-13,11.7,19.0,9.7,2.0,Y,N,96805.925
2016-11-14,11.5,15.9,14.8,8.6,Y,N,116817.15
2016-11-15,11.0,19.2,17.1,0.0,Y,N,119905.59000000004
2016-11-16,11.9,21.6,25.8,0.0,Y,N,122146.66
2016-11-17,12.0,31.4,28.8,0.0,Y,N,122464.645
2016-11-18,15.3,18.9,15.6,0.0,Y,N,121441.05000000002
2016-11-19,11.7,19.4,29.9,0.0,Y,N,106868.5
2016-11-20,11.9,33.3,22.1,0.0,Y,N,112098.335
2016-11-21,17.9,35.0,19.8,0.0,Y,N,138681.81499999994
2016-11-22,14.5,14.9,1.5,8.6,Y,N,126617.72
2016-11-23,11.0,16.8,16.9,5.4,Y,N,118119.01000000002
2016-11-24,10.3,17.0,21.6,2.2,Y,N,120308.545
2016-11-25,10.9,17.9,15.7,0.8,Y,N,116011.56499999994
2016-11-26,12.2,17.4,18.8,0.0,Y,N,104700.055
2016-11-27,11.6,16.3,10.1,0.4,Y,N,102718.9
2016-11-28,12.2,19.6,24.4,0.2,Y,N,118666.37
2016-11-29,10.4,20.0,31.0,0.2,Y,N,119169.17
2016-11-30,13.3,18.9,9.6,0.0,Y,N,121067.59
2016-12-01,12.9,21.9,28.0,0.0,Y,N,113024.02
2016-12-02,13.0,21.6,29.7,0.0,Y,N,109318.355
2016-12-03,9.9,23.9,31.2,0.0,Y,N,98899.495
2016-12-04,12.7,31.7,14.1,0.0,Y,N,97300.35999999996
2016-12-05,16.9,21.5,21.6,2.4,Y,N,109670.0
2016-12-06,12.8,20.8,24.2,0.0,Y,N,111228.06000000004
2016-12-07,10.5,28.3,30.8,0.0,Y,N,112738.07999999994
2016-12-08,15.4,23.2,11.6,2.2,Y,N,105445.64999999997
2016-12-09,10.0,17.3,23.2,6.6,Y,N,105664.09
2016-12-10,11.2,18.8,24.2,0.2,Y,N,98622.86499999998
2016-12-11,12.9,19.3,27.0,1.0,Y,N,93673.18999999996
2016-12-12,10.7,32.8,30.0,0.0,Y,N,120390.11000000002
2016-12-13,16.5,36.3,14.1,0.0,Y,N,128831.64999999998
2016-12-14,15.7,19.3,21.3,0.0,Y,N,111423.765
2016-12-15,11.7,18.6,30.8,0.0,Y,N,107072.36000000002
2016-12-16,9.7,25.5,20.5,0.0,Y,N,113698.06
2016-12-17,15.1,20.9,22.5,0.0,Y,N,90227.48
2016-12-18,10.0,17.5,30.3,0.0,Y,N,90911.085
2016-12-19,8.8,30.2,29.3,0.0,Y,N,109260.30500000002
2016-12-20,14.4,21.5,26.0,3.0,N,N,106451.25500000002
2016-12-21,13.5,19.9,28.8,0.2,N,N,104389.50999999998
2016-12-22,14.6,20.0,29.6,0.0,N,N,105513.235
2016-12-23,12.5,26.3,28.7,0.0,N,N,112247.945
2016-12-24,16.2,34.9,26.3,0.8,N,N,114843.875
2016-12-25,16.4,36.3,32.3,0.2,N,N,114468.17
2016-12-26,25.4,29.3,10.2,0.0,N,Y,106284.83
2016-12-27,18.0,29.8,5.8,1.6,N,Y,99701.43
2016-12-28,20.3,38.2,15.1,1.0,N,N,123693.52
2016-12-29,27.0,33.5,15.7,0.0,N,N,135571.79499999998
2016-12-30,20.1,27.8,28.8,20.4,N,N,112141.83
2016-12-31,17.3,23.8,30.8,0.0,N,N,95728.14999999997
2017-01-01,16.8,21.1,8.5,0.0,N,Y,89403.14500000002
2017-01-02,14.8,17.8,7.8,0.4,N,Y,86507.46999999999
2017-01-03,14.6,19.5,25.9,0.4,N,N,97564.74499999998
2017-01-04,13.3,29.3,31.6,0.0,N,N,116606.79499999998
2017-01-05,18.5,31.7,29.7,0.0,N,N,128079.84500000006
2017-01-06,18.3,35.2,30.1,0.0,N,N,136308.735
2017-01-07,20.9,36.7,28.5,0.0,N,N,134955.02
2017-01-08,28.0,33.1,29.3,0.0,N,N,122777.025
2017-01-09,18.5,24.4,14.3,0.0,N,N,116211.99
2017-01-10,17.7,26.2,28.6,0.0,N,N,120366.31999999998
2017-01-11,16.6,24.3,25.9,0.0,N,N,111595.855
2017-01-12,14.9,26.5,30.7,0.0,N,N,118783.945
2017-01-13,17.5,28.8,1.3,1.4,N,N,111341.67499999996
2017-01-14,15.2,23.5,16.5,2.6,N,N,88996.62500000001
2017-01-15,15.2,21.5,22.7,0.0,N,N,90294.0
2017-01-16,12.2,32.7,30.5,0.0,N,N,120928.70500000002
2017-01-17,16.4,37.8,25.5,0.0,N,N,140517.64999999994
2017-01-18,15.6,20.8,27.5,0.0,N,N,111211.34999999998
2017-01-19,11.0,23.4,29.7,0.0,N,N,112371.41
2017-01-20,16.1,20.8,13.2,22.6,N,N,107937.68499999998
2017-01-21,15.3,22.6,25.1,0.6,N,N,96779.07
2017-01-22,12.7,29.6,30.3,0.0,N,N,103291.61
2017-01-23,17.8,36.7,19.2,0.0,N,N,141332.0549999999
2017-01-24,19.1,22.0,27.6,0.6,N,N,115664.15999999996
2017-01-25,13.5,21.1,29.8,0.0,N,N,111936.70000000004
2017-01-26,16.4,21.2,16.9,0.0,N,Y,98590.06
2017-01-27,17.0,23.6,29.3,0.0,N,N,112513.82
2017-01-28,15.0,29.2,29.2,0.0,N,N,108336.53
2017-01-29,15.1,27.0,29.4,0.0,N,N,109020.58
2017-01-30,17.8,30.0,3.7,0.0,N,N,124292.95499999994
2017-01-31,16.5,22.1,26.8,3.0,Y,N,112863.01000000002
2017-02-01,14.3,20.6,9.3,0.0,Y,N,114133.72999999998
2017-02-02,14.2,24.1,28.2,0.0,Y,N,110669.27
2017-02-03,15.4,27.6,28.1,0.0,Y,N,117452.27
2017-02-04,14.6,35.9,27.3,0.0,Y,N,117361.7
2017-02-05,18.5,30.7,9.3,0.0,Y,N,110384.27500000002
2017-02-06,15.1,18.0,3.9,32.4,Y,N,108761.36999999998
2017-02-07,15.4,27.6,27.9,0.0,Y,N,111543.80999999995
2017-02-08,16.5,36.0,27.7,0.0,Y,N,142213.66
2017-02-09,20.3,36.0,24.4,0.0,Y,N,155060.61000000004
2017-02-10,18.7,27.1,21.3,0.0,Y,N,138793.59
2017-02-11,18.5,24.6,21.0,0.0,Y,N,111983.50999999998
2017-02-12,15.1,19.9,12.6,2.0,Y,N,89003.15
2017-02-13,14.0,21.0,20.5,0.0,Y,N,104844.105
2017-02-14,14.5,19.5,15.6,0.6,Y,N,111613.05
2017-02-15,10.0,31.5,26.0,0.0,Y,N,116299.39
2017-02-16,14.9,23.6,23.2,0.0,Y,N,119947.59000000004
2017-02-17,13.7,25.5,18.4,0.0,Y,N,111885.97000000004
2017-02-18,13.3,18.9,16.1,0.0,Y,N,95623.35
2017-02-19,11.7,17.3,9.9,0.0,Y,N,91280.02499999998
2017-02-20,11.6,20.3,22.4,3.6,Y,N,105341.865
2017-02-21,10.1,24.0,25.0,0.2,Y,N,112351.47
2017-02-22,12.8,33.3,23.1,0.0,Y,N,116690.17
2017-02-23,15.9,25.0,23.5,0.0,Y,N,117948.685
2017-02-24,15.8,20.0,13.2,1.4,Y,N,111229.52
2017-02-25,13.7,19.4,23.9,0.0,Y,N,95046.90500000004
2017-02-26,13.2,29.8,24.2,0.0,Y,N,100495.61499999998
2017-02-27,15.6,33.1,23.9,0.0,Y,N,131090.775
2017-02-28,17.3,33.6,23.6,0.0,Y,N,140167.5
2017-03-01,16.6,30.5,23.7,0.0,Y,N,137291.96999999994
2017-03-02,17.7,23.3,22.0,0.0,Y,N,127633.27500000002
2017-03-03,18.1,28.6,18.1,0.0,Y,N,124311.32999999994
2017-03-04,16.1,27.4,23.0,0.0,Y,N,116083.29499999998
2017-03-05,17.6,25.4,16.8,0.2,Y,N,103539.02
2017-03-06,17.7,27.4,22.3,0.0,Y,N,116447.855
2017-03-07,15.0,28.2,22.4,0.0,Y,N,117931.46000000002
2017-03-08,14.2,31.5,22.1,0.0,Y,N,124370.76499999994
2017-03-09,15.0,32.3,21.1,0.0,Y,N,129649.25
2017-03-10,18.5,23.8,19.4,0.0,Y,N,125346.07500000006
2017-03-11,18.0,26.4,13.9,0.0,Y,N,108816.80999999998
2017-03-12,17.9,27.1,19.6,0.0,Y,N,102617.51
2017-03-13,15.7,24.3,20.7,0.2,Y,Y,104468.89999999998
2017-03-14,18.8,32.7,20.8,0.0,Y,N,133227.785
2017-03-15,20.8,33.2,18.9,0.0,Y,N,139672.835
2017-03-16,21.7,23.0,4.8,1.8,Y,N,124255.975
2017-03-17,15.8,22.1,20.1,0.0,Y,N,111612.07499999998
2017-03-18,12.4,30.8,19.9,0.0,Y,N,107731.77999999996
2017-03-19,14.5,33.5,19.7,0.0,Y,N,113593.82
2017-03-20,19.3,28.0,11.3,0.0,Y,N,131980.985
2017-03-21,19.9,26.1,6.1,4.4,Y,N,127625.365
2017-03-22,17.8,21.8,7.3,9.2,Y,N,114696.36999999998
2017-03-23,16.2,25.1,17.2,0.0,Y,N,111632.835
2017-03-24,13.9,24.7,16.1,0.0,Y,N,115411.41000000002
2017-03-25,15.3,29.7,13.5,0.0,Y,N,107465.98
